Description,Label
"Few hotspots detected, possibly isolated defects, but could still impact critical circuit regions. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm², which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",CRITICAL
"In the aircraft industry, the skin of an aircraft refers to the outer surface that covers a significant portion of its wings and fuselage. It acts as a protective layer for the internal components of the aircraft. 

However, a common defect in the skin of an aircraft is the missing head, which indicates the absence of a fastener or bolt head. This can lead to structural vulnerabilities and compromise the overall integrity of the aircraft. The missing head often occurs near seams or joints in the metal skin, leaving noticeable holes where the fastener should be securely in place.",CRITICAL
"This sample features 7 separate non-hot spot areas, structured in a horizontal fashion.",MINOR
"This baijiu industry (distilled spirits) picture captures a cap with a noticeable ""cap liner detachment"" defect.",UNCLEAR
"Positioning analysis suggests 9 separate patches, structured in a horizontal manner.",CRITICAL
"A breakdown of the layout reveals 9 non-hot spot regions, arranged in a vertical fashion.",MAJOR
"5. This image from the steel pipe weld inspection illustrates defects, broken-arc being one of them, which arises when the welding arc is disturbed during the welding process, causing irregularities in the weld and compromising the joint's strength.",CRITICAL
"A moderate number of hotspots, possibly aligned along the X or Y axis, indicating localized metal layer density issues. Hotspots are relatively large (>50nm), requiring additional Optical Proximity Correction (OPC) adjustments. Total hotspot area exceeds 5000nm簡, which could affect lithography imaging quality and overall manufacturing yield. Hotspots are randomly distributed without clear patterns, indicating scattered defect points. Hotspot orientation is random, likely related to process errors or etching deviations. These hotspots may be caused by lithography resolution limits, particularly in 193nm Deep Ultraviolet (DUV) lithography technology. Variations in photoresist thickness could exacerbate exposure deviations in some hotspot areas, leading to non-uniform imaging effects.",CRITICAL
"Aircraft industry: Paint chipping off - similar to paint peeling, indicating areas where the paint has chipped off or worn away. A smooth and defect-free metal surface after chipping suggests that the issue is primarily superficial.",MINOR
"White areas occupy approximately 37.97% of the image, shaping a dense distribution of non-hot spots.",UNCLEAR
"2. Unfused defects, like those seen in this steel pipe weld inspection image, result from incomplete melting or inadequate bonding of the weld metal with the base material.",UNCLEAR
The aircraft industry's aircraft skin. Crack: A crack is a visible break or fracture on the surface. Fragile connection point of the metal skin cracked at the screw joint.,CRITICAL
"Aircraft industry's aircraft fuselage. Scratches: Surface abrasions, possibly caused by external friction or objects scraping against the fuselage. Superficial scratch marks with only minor linear traces on the surface without reaching the underlying structure.",MINOR
"In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 208.52, Y1: 283.81) to (X2: 418.91, Y2: 337.50).",CRITICAL
"1. In this image for inspecting welded steel pipes, defects such as cracks are clearly visible. These linear irregularities can be found either on the surface or within the material, usually resulting from stress accumulation or lingering stress from the cooling phase.",CRITICAL
"Aircraft industry: Dents - deformations on the surface of an aircraft, typically caused by material being pushed inward due to impact. Multiple dents with skin wrinkling and twisting indicate repeated collisions and abrasions.",MAJOR
"The detected pattern consists of 9 white zones, predominantly aligned horizontal.",MAJOR
"Tiles. Defects include air bubbles, indicated by small black dots on the surface. Irregular spotted air bubbles may have slight color variation compared to the surrounding glaze. Smooth, textured surface without any defects.",UNCLEAR
"The detected pattern consists of 2 white zones, predominantly aligned vertical.",MINOR
A well-defined horizontal alignment characterizes the 9 non-hot spot segments detected.,MINOR
"The segmentation reveals 7 regions, primarily shaped in a horizontal layout.",MAJOR
"The PCB exhibits a scratch defect, which appears as a visible mark or abrasion on the surface of the board. This type of defect is typically caused by mishandling during production or transportation, contact with sharp objects, or improper storage. Additionally, there is a missing defect noted on the PCB, indicating the absence of a component or a part on the board where it should be present. This type of defect can be attributed to issues in the assembly process, such as incorrect placement or soldering of components, poor quality control, or material shortages. In a variation of this scenario, the missing defect may involve the absence of a critical connection or trace on the PCB, leading to functionality issues or circuit failure. Identifying and addressing these defects promptly is essential to ensure the overall quality and performance of the printed circuit board.",MINOR
"In the aircraft industry, the aircraft fuselage exhibits scratches: surface abrasions that may have been caused by external friction or objects scraping against the fuselage. Superficial scratches are visible as light linear marks on the surface without penetrating the underlying structure.",MINOR
